Case_ID,Activity,Timestamp,User,T_Code,Document_Number,Document_Type,Company_Code,Plant,Purchasing_Group,Material_Group,Vendor,Vendor_Name,Net_Value,Currency
PR-1000045692,Payment Run Executed,2024-11-25T10:01:25,USR_AP02,F110,1500023465,ZP,1000,1100,300,001,1000000567,Epsilon Software,4207836.72,RUB
PR-1000045674,Purchase Requisition Released,2024-11-25T10:24:45,USR_APPR03,ME54N,1000045674,NB,1000,1100,300,003,1000000789,Eta Services,292190.95,RUB
PR-1000045687,Purchase Order Released,2024-11-25T11:05:59,USR_APPR02,ME28,4500012366,NB,1000,1100,100,005,1000000123,Alpha Technologies,1549268.93,RUB
PR-1000045692,Payment Completed,2024-11-25T11:17:25,USR_AP03,F110,1500023465,ZP,1000,1100,300,001,1000000567,Epsilon Software,4207836.72,RUB
PR-1000045625,Purchase Requisition Created,2024-11-25T11:27:07,USR_REQ09,ME51N,1000045625,NB,1000,1200,200,005,1000000456,Delta Logistics,1618495.43,RUB
PR-1000045650,Purchase Order Released,2024-11-25T16:17:51,USR_APPR01,ME28,4500012337,NB,1000,1200,300,002,1000000789,Eta Services,3750598.25,RUB
PR-1000045679,Invoice Receipt Posted,2024-11-25T17:06:51,USR_AP03,MIRO,5100034557,RE,1000,1100,200,001,1000000789,Eta Services,27760.59,RUB
PR-1000045652,Goods Receipt Posted,2024-11-25T17:09:43,USR_WH02,MIGO,5000078936,WE,1000,1100,300,004,1000000345,Gamma Supplies,425650.13,RUB
PR-1000045660,Purchase Requisition Created,2024-11-25T17:49:53,USR_REQ07,ME51N,1000045660,NB,2000,2100,300,001,1000000567,Epsilon Software,561394.94,RUB
PR-1000045696,Purchase Order Released,2024-11-26T08:05:03,USR_APPR01,ME28,4500012372,NB,2000,2100,300,001,1000000789,Eta Services,138967.55,RUB
PR-1000045666,Payment Run Executed,2024-11-26T08:27:22,USR_AP03,F110,1500023445,ZP,1000,1200,300,005,1000000345,Gamma Supplies,325317.50,RUB
PR-1000045666,Payment Completed,2024-11-26T08:40:22,USR_AP03,F110,1500023445,ZP,1000,1200,300,005,1000000345,Gamma Supplies,325317.50,RUB
PR-1000045660,Purchase Requisition Released,2024-11-26T11:02:36,USR_APPR03,ME54N,1000045660,NB,2000,2100,300,001,1000000567,Epsilon Software,561394.94,RUB
PR-1000045672,Goods Receipt Posted,2024-11-26T11:12:39,USR_WH03,MIGO,5000078952,WE,1000,1200,100,002,1000000123,Alpha Technologies,20164.93,RUB
PR-1000045622,Invoice Verified,2024-11-26T11:19:42,USR_AP03,MIR7,5100034515,RE,2000,2100,300,004,1000000345,Gamma Supplies,4344192.48,RUB
PR-1000045679,Invoice Verified,2024-11-26T13:20:12,USR_AP02,MIR7,5100034557,RE,1000,1100,200,001,1000000789,Eta Services,27760.59,RUB
PR-1000045615,Invoice Verified,2024-11-26T13:29:28,USR_AP02,MIR7,5100034510,RE,2000,2100,100,004,1000000567,Epsilon Software,795300.75,RUB
PR-1000045674,Purchase Order Created,2024-11-26T14:20:23,USR_BUYER01,ME21N,4500012355,NB,1000,1100,300,003,1000000789,Eta Services,292190.95,RUB
PR-1000045662,Purchase Order Released,2024-11-26T15:13:12,USR_APPR03,ME28,4500012345,NB,2000,2100,200,002,1000000345,Gamma Supplies,413269.03,RUB
PR-1000045605,Purchase Requisition Created,2024-11-26T17:12:09,USR_REQ06,ME51N,1000045605,NB,1000,1200,100,004,1000000123,Alpha Technologies,509856.91,RUB
PR-1000045674,Purchase Order Released,2024-11-27T08:19:28,USR_APPR02,ME28,4500012355,NB,1000,1100,300,003,1000000789,Eta Services,292190.95,RUB
PR-1000045695,Invoice Receipt Posted,2024-11-27T08:57:51,USR_AP02,MIRO,5100034569,RE,1000,1100,100,003,1000000345,Gamma Supplies,98976.75,RUB
PR-1000045657,Payment Run Executed,2024-11-27T09:08:06,USR_AP02,F110,1500023439,ZP,1000,1200,100,002,1000000789,Eta Services,3141822.97,RUB
PR-1000045624,Purchase Requisition Released,2024-11-27T09:15:07,USR_APPR03,ME54N,1000045624,NB,1000,1100,100,005,1000000345,Gamma Supplies,263864.87,RUB
PR-1000045657,Payment Completed,2024-11-27T10:00:06,USR_AP02,F110,1500023439,ZP,1000,1200,100,002,1000000789,Eta Services,3141822.97,RUB
PR-1000045660,RFQ Created,2024-11-27T11:01:28,USR_BUYER03,ME41,1000045661,AN,2000,2100,300,001,1000000567,Epsilon Software,561394.94,RUB
PR-1000045639,Purchase Requisition Created,2024-11-27T12:01:11,USR_REQ05,ME51N,1000045639,NB,1000,1200,100,003,1000000567,Epsilon Software,2488094.61,RUB
PR-1000045676,Invoice Verified,2024-11-27T14:34:02,USR_AP02,MIR7,5100034555,RE,1000,1200,200,005,1000000678,Zeta Industrial,1982406.44,RUB
PR-1000045634,Goods Receipt Posted,2024-11-27T17:14:41,USR_WH01,MIGO,5000078923,WE,2000,2100,300,004,1000000789,Eta Services,221662.90,RUB
PR-1000045694,Payment Run Executed,2024-11-28T08:24:43,USR_AP02,F110,1500023466,ZP,2000,2100,100,001,1000000456,Delta Logistics,4092762.87,RUB
PR-1000045694,Payment Completed,2024-11-28T08:51:43,USR_AP02,F110,1500023466,ZP,2000,2100,100,001,1000000456,Delta Logistics,4092762.87,RUB
PR-1000045611,Purchase Requisition Released,2024-11-28T10:59:22,USR_APPR01,ME54N,1000045611,NB,1000,1200,100,003,1000000234,Beta Office LLC,1175864.44,RUB
PR-1000045679,Payment Run Executed,2024-11-28T12:42:55,USR_AP02,F110,1500023456,ZP,1000,1100,200,001,1000000789,Eta Services,27760.59,RUB
PR-1000045652,Invoice Receipt Posted,2024-11-28T13:28:48,USR_AP01,MIRO,5100034536,RE,1000,1100,300,004,1000000345,Gamma Supplies,425650.13,RUB
PR-1000045679,Payment Completed,2024-11-28T13:54:55,USR_AP03,F110,1500023456,ZP,1000,1100,200,001,1000000789,Eta Services,27760.59,RUB
PR-1000045645,Purchase Requisition Released,2024-11-28T14:18:16,USR_APPR03,ME54N,1000045645,NB,2000,2100,200,004,1000000567,Epsilon Software,104691.61,RUB
PR-1000045695,Invoice Verified,2024-11-28T15:33:22,USR_AP03,MIR7,5100034569,RE,1000,1100,100,003,1000000345,Gamma Supplies,98976.75,RUB
PR-1000045650,Invoice Receipt Posted,2024-11-29T09:27:38,USR_AP01,MIRO,5100034535,RE,1000,1200,300,002,1000000789,Eta Services,3750598.25,RUB
PR-1000045649,Invoice Verified,2024-11-29T10:02:22,USR_AP03,MIR7,5100034534,RE,2000,2100,200,002,1000000567,Epsilon Software,390369.79,RUB
PR-1000045623,Purchase Order Created,2024-11-29T11:13:47,USR_BUYER04,ME21N,4500012317,NB,2000,2100,200,003,1000000678,Zeta Industrial,188241.99,RUB
PR-1000045681,Invoice Verified,2024-11-29T12:22:55,USR_AP01,MIR7,5100034559,RE,1000,1100,200,005,1000000567,Epsilon Software,246160.91,RUB
PR-1000045645,Purchase Order Created,2024-11-29T13:05:37,USR_BUYER02,ME21N,4500012333,NB,2000,2100,200,004,1000000567,Epsilon Software,104691.61,RUB
PR-1000045689,Goods Receipt Posted,2024-11-29T13:10:16,USR_WH01,MIGO,5000078966,WE,1000,1200,100,003,1000000678,Zeta Industrial,450858.11,RUB
PR-1000045672,Invoice Receipt Posted,2024-11-29T13:17:50,USR_AP02,MIRO,5100034551,RE,1000,1200,100,002,1000000123,Alpha Technologies,20164.93,RUB
PR-1000045611,RFQ Created,2024-11-29T13:18:10,USR_BUYER04,ME41,1000045612,AN,1000,1200,100,003,1000000234,Beta Office LLC,1175864.44,RUB
PR-1000045607,Payment Run Executed,2024-11-29T15:15:55,USR_AP01,F110,1500023404,ZP,1000,1200,200,005,1000000456,Delta Logistics,1588668.28,RUB
PR-1000045607,Payment Completed,2024-11-29T16:16:55,USR_AP03,F110,1500023404,ZP,1000,1200,200,005,1000000456,Delta Logistics,1588668.28,RUB
PR-1000045624,Purchase Order Created,2024-11-29T17:38:50,USR_BUYER05,ME21N,4500012318,NB,1000,1100,100,005,1000000345,Gamma Supplies,263864.87,RUB
PR-1000045680,Purchase Requisition Released,2024-12-02T09:11:23,USR_APPR03,ME54N,1000045680,NB,1000,1200,300,004,1000000567,Epsilon Software,79541.12,RUB
PR-1000045643,Purchase Requisition Created,2024-12-02T09:27:54,USR_REQ02,ME51N,1000045643,NB,1000,1200,300,004,1000000567,Epsilon Software,376680.04,RUB
PR-1000045665,Goods Receipt Posted,2024-12-02T09:29:19,USR_WH01,MIGO,5000078945,WE,2000,2100,300,002,1000000234,Beta Office LLC,375880.07,RUB
PR-1000045672,Invoice Verified,2024-12-02T13:25:29,USR_AP03,MIR7,5100034551,RE,1000,1200,100,002,1000000123,Alpha Technologies,20164.93,RUB
PR-1000045624,Purchase Order Released,2024-12-02T16:24:28,USR_APPR02,ME28,4500012318,NB,1000,1100,100,005,1000000345,Gamma Supplies,263864.87,RUB
PR-1000045667,Goods Receipt Posted,2024-12-03T09:02:51,USR_WH03,MIGO,5000078948,WE,1000,1100,100,004,1000000123,Alpha Technologies,1391917.84,RUB
PR-1000045652,Invoice Verified,2024-12-03T10:33:23,USR_AP02,MIR7,5100034536,RE,1000,1100,300,004,1000000345,Gamma Supplies,425650.13,RUB
PR-1000045655,Goods Receipt Posted,2024-12-03T10:40:19,USR_WH03,MIGO,5000078938,WE,1000,1200,300,001,1000000456,Delta Logistics,307308.41,RUB
PR-1000045683,Purchase Requisition Created,2024-12-03T11:48:53,USR_REQ07,ME51N,1000045683,NB,2000,2100,300,001,1000000234,Beta Office LLC,458915.44,RUB
PR-1000045634,Purchase Order Created,2024-12-03T12:41:26,USR_BUYER01,ME21N,4500012325,NB,2000,2100,300,004,1000000789,Eta Services,221662.90,RUB
PR-1000045645,Purchase Order Released,2024-12-03T12:41:44,USR_APPR03,ME28,4500012333,NB,2000,2100,200,004,1000000567,Epsilon Software,104691.61,RUB
PR-1000045644,Invoice Blocked,2024-12-03T15:32:09,USR_AP01,MRBR,5100034530,RE,2000,2100,200,005,1000000678,Zeta Industrial,367854.81,RUB
PR-1000045687,Goods Receipt Posted,2024-12-03T15:39:38,USR_WH01,MIGO,5000078965,WE,1000,1100,100,005,1000000123,Alpha Technologies,1549268.93,RUB
PR-1000045680,Purchase Order Created,2024-12-03T16:24:26,USR_BUYER05,ME21N,4500012360,NB,1000,1200,300,004,1000000567,Epsilon Software,79541.12,RUB
PR-1000045623,Purchase Order Released,2024-12-03T17:48:33,USR_APPR03,ME28,4500012317,NB,2000,2100,200,003,1000000678,Zeta Industrial,188241.99,RUB
PR-1000045634,Purchase Order Released,2024-12-04T08:02:19,USR_APPR02,ME28,4500012325,NB,2000,2100,300,004,1000000789,Eta Services,221662.90,RUB
PR-1000045695,Payment Run Executed,2024-12-04T10:06:15,USR_AP03,F110,1500023467,ZP,1000,1100,100,003,1000000345,Gamma Supplies,98976.75,RUB
PR-1000045695,Payment Completed,2024-12-04T10:41:15,USR_AP02,F110,1500023467,ZP,1000,1100,100,003,1000000345,Gamma Supplies,98976.75,RUB
PR-1000045650,Invoice Verified,2024-12-04T12:20:06,USR_AP01,MIR7,5100034535,RE,1000,1200,300,002,1000000789,Eta Services,3750598.25,RUB
PR-1000045648,Purchase Requisition Created,2024-12-04T13:50:09,USR_REQ03,ME51N,1000045648,NB,1000,1100,100,004,1000000345,Gamma Supplies,249416.75,RUB
PR-1000045622,Payment Run Executed,2024-12-04T15:35:33,USR_AP02,F110,1500023414,ZP,2000,2100,300,004,1000000345,Gamma Supplies,4344192.48,RUB
PR-1000045622,Payment Completed,2024-12-04T16:34:33,USR_AP03,F110,1500023414,ZP,2000,2100,300,004,1000000345,Gamma Supplies,4344192.48,RUB
PR-1000045680,Purchase Order Released,2024-12-04T17:24:27,USR_APPR01,ME28,4500012360,NB,1000,1200,300,004,1000000567,Epsilon Software,79541.12,RUB
PR-1000045634,Invoice Receipt Posted,2024-12-05T09:15:56,USR_AP03,MIRO,5100034524,RE,2000,2100,300,004,1000000789,Eta Services,221662.90,RUB
PR-1000045660,Quotation Received,2024-12-05T10:26:44,USR_BUYER02,ME47,1000045661,AN,2000,2100,300,001,1000000567,Epsilon Software,561394.94,RUB
PR-1000045683,Purchase Requisition Released,2024-12-05T10:36:40,USR_APPR02,ME54N,1000045683,NB,2000,2100,300,001,1000000234,Beta Office LLC,458915.44,RUB
PR-1000045613,Goods Receipt Posted,2024-12-05T11:43:15,USR_WH03,MIGO,5000078907,WE,2000,2100,200,005,1000000678,Zeta Industrial,20463.38,RUB
PR-1000045648,Purchase Requisition Released,2024-12-05T12:58:53,USR_APPR02,ME54N,1000045648,NB,1000,1100,100,004,1000000345,Gamma Supplies,249416.75,RUB
PR-1000045689,Invoice Receipt Posted,2024-12-06T09:14:47,USR_AP03,MIRO,5100034565,RE,1000,1200,100,003,1000000678,Zeta Industrial,450858.11,RUB
PR-1000045633,Payment Run Executed,2024-12-06T09:29:04,USR_AP01,F110,1500023422,ZP,1000,1100,300,001,1000000567,Epsilon Software,485553.98,RUB
PR-1000045687,Invoice Receipt Posted,2024-12-06T10:07:00,USR_AP03,MIRO,5100034564,RE,1000,1100,100,005,1000000123,Alpha Technologies,1549268.93,RUB
PR-1000045633,Payment Completed,2024-12-06T11:10:04,USR_AP01,F110,1500023422,ZP,1000,1100,300,001,1000000567,Epsilon Software,485553.98,RUB
PR-1000045672,Payment Run Executed,2024-12-06T11:19:43,USR_AP01,F110,1500023450,ZP,1000,1200,100,002,1000000123,Alpha Technologies,20164.93,RUB
PR-1000045631,Goods Receipt Posted,2024-12-06T12:29:54,USR_WH02,MIGO,5000078921,WE,1000,1200,100,003,1000000123,Alpha Technologies,4103031.25,RUB
PR-1000045672,Payment Completed,2024-12-06T12:47:43,USR_AP03,F110,1500023450,ZP,1000,1200,100,002,1000000123,Alpha Technologies,20164.93,RUB
PR-1000045613,Invoice Receipt Posted,2024-12-06T13:49:35,USR_AP02,MIRO,5100034508,RE,2000,2100,200,005,1000000678,Zeta Industrial,20463.38,RUB
PR-1000045634,Invoice Verified,2024-12-06T14:29:23,USR_AP03,MIR7,5100034524,RE,2000,2100,300,004,1000000789,Eta Services,221662.90,RUB
PR-1000045648,Purchase Order Created,2024-12-06T15:28:39,USR_BUYER01,ME21N,4500012335,NB,1000,1100,100,004,1000000345,Gamma Supplies,249416.75,RUB
PR-1000045636,Purchase Requisition Created,2024-12-06T15:28:49,USR_REQ06,ME51N,1000045636,NB,1000,1100,100,001,1000000234,Beta Office LLC,4075932.52,RUB
PR-1000045618,Purchase Requisition Released,2024-12-06T16:27:53,USR_APPR03,ME54N,1000045618,NB,1000,1200,100,002,1000000789,Eta Services,307646.13,RUB
PR-1000045665,Invoice Receipt Posted,2024-12-06T16:59:57,USR_AP03,MIRO,5100034545,RE,2000,2100,300,002,1000000234,Beta Office LLC,375880.07,RUB
PR-1000045687,Invoice Verified,2024-12-09T08:10:31,USR_AP02,MIR7,5100034564,RE,1000,1100,100,005,1000000123,Alpha Technologies,1549268.93,RUB
PR-1000045648,Purchase Order Released,2024-12-09T08:16:13,USR_APPR01,ME28,4500012335,NB,1000,1100,100,004,1000000345,Gamma Supplies,249416.75,RUB
PR-1000045689,Invoice Verified,2024-12-09T08:54:55,USR_AP01,MIR7,5100034565,RE,1000,1200,100,003,1000000678,Zeta Industrial,450858.11,RUB
PR-1000045649,Payment Run Executed,2024-12-09T10:53:49,USR_AP03,F110,1500023433,ZP,2000,2100,200,002,1000000567,Epsilon Software,390369.79,RUB
PR-1000045625,Purchase Requisition Released,2024-12-09T10:58:17,USR_APPR01,ME54N,1000045625,NB,1000,1200,200,005,1000000456,Delta Logistics,1618495.43,RUB
PR-1000045649,Payment Completed,2024-12-09T11:57:49,USR_AP03,F110,1500023433,ZP,2000,2100,200,002,1000000567,Epsilon Software,390369.79,RUB
PR-1000045683,Purchase Order Created,2024-12-09T14:28:04,USR_BUYER01,ME21N,4500012363,NB,2000,2100,300,001,1000000234,Beta Office LLC,458915.44,RUB
PR-1000045660,Purchase Order Created,2024-12-09T16:49:39,USR_BUYER04,ME21N,4500012344,NB,2000,2100,300,001,1000000567,Epsilon Software,561394.94,RUB
PR-1000045605,Purchase Requisition Released,2024-12-09T16:49:59,USR_APPR03,ME54N,1000045605,NB,1000,1200,100,004,1000000123,Alpha Technologies,509856.91,RUB
PR-1000045667,Invoice Receipt Posted,2024-12-09T17:49:59,USR_AP01,MIRO,5100034547,RE,1000,1100,100,004,1000000123,Alpha Technologies,1391917.84,RUB
PR-1000045625,RFQ Created,2024-12-10T08:10:50,USR_BUYER03,ME41,1000045626,AN,1000,1200,200,005,1000000456,Delta Logistics,1618495.43,RUB
PR-1000045620,Purchase Requisition Created,2024-12-10T08:22:14,USR_REQ02,ME51N,1000045620,NB,1000,1200,200,003,1000000234,Beta Office LLC,205687.81,RUB
PR-1000045655,Invoice Receipt Posted,2024-12-10T09:32:41,USR_AP01,MIRO,5100034538,RE,1000,1200,300,001,1000000456,Delta Logistics,307308.41,RUB
PR-1000045665,Invoice Verified,2024-12-10T09:40:58,USR_AP02,MIR7,5100034545,RE,2000,2100,300,002,1000000234,Beta Office LLC,375880.07,RUB
PR-1000045644,Invoice Verified,2024-12-10T09:51:57,USR_AP02,MIR7,5100034530,RE,2000,2100,200,005,1000000678,Zeta Industrial,367854.81,RUB
PR-1000045618,Purchase Order Created,2024-12-10T10:47:55,USR_BUYER04,ME21N,4500012312,NB,1000,1200,100,002,1000000789,Eta Services,307646.13,RUB
PR-1000045667,Invoice Verified,2024-12-10T11:04:06,USR_AP03,MIR7,5100034547,RE,1000,1100,100,004,1000000123,Alpha Technologies,1391917.84,RUB
PR-1000045631,Invoice Receipt Posted,2024-12-10T14:54:30,USR_AP01,MIRO,5100034522,RE,1000,1200,100,003,1000000123,Alpha Technologies,4103031.25,RUB
PR-1000045690,Payment Run Executed,2024-12-10T16:26:44,USR_AP02,F110,1500023464,ZP,1000,1100,300,004,1000000234,Beta Office LLC,2431529.03,RUB
PR-1000045605,RFQ Created,2024-12-10T17:20:31,USR_BUYER01,ME41,1000045606,AN,1000,1200,100,004,1000000123,Alpha Technologies,509856.91,RUB
PR-1000045690,Payment Completed,2024-12-10T17:29:44,USR_AP03,F110,1500023464,ZP,1000,1100,300,004,1000000234,Beta Office LLC,2431529.03,RUB
PR-1000045681,Payment Run Executed,2024-12-11T09:49:51,USR_AP01,F110,1500023458,ZP,1000,1100,200,005,1000000567,Epsilon Software,246160.91,RUB
PR-1000045681,Payment Completed,2024-12-11T10:20:51,USR_AP03,F110,1500023458,ZP,1000,1100,200,005,1000000567,Epsilon Software,246160.91,RUB
PR-1000045613,Invoice Verified,2024-12-11T10:59:59,USR_AP01,MIR7,5100034508,RE,2000,2100,200,005,1000000678,Zeta Industrial,20463.38,RUB
PR-1000045615,Payment Run Executed,2024-12-11T11:32:30,USR_AP03,F110,1500023409,ZP,2000,2100,100,004,1000000567,Epsilon Software,795300.75,RUB
PR-1000045615,Payment Completed,2024-12-11T11:58:30,USR_AP03,F110,1500023409,ZP,2000,2100,100,004,1000000567,Epsilon Software,795300.75,RUB
PR-1000045652,Payment Run Executed,2024-12-11T12:15:07,USR_AP01,F110,1500023435,ZP,1000,1100,300,004,1000000345,Gamma Supplies,425650.13,RUB
PR-1000045652,Payment Completed,2024-12-11T13:54:07,USR_AP01,F110,1500023435,ZP,1000,1100,300,004,1000000345,Gamma Supplies,425650.13,RUB
PR-1000045631,Invoice Verified,2024-12-11T14:36:22,USR_AP03,MIR7,5100034522,RE,1000,1200,100,003,1000000123,Alpha Technologies,4103031.25,RUB
PR-1000045630,Goods Receipt Posted,2024-12-11T14:41:05,USR_WH02,MIGO,5000078920,WE,1000,1100,200,004,1000000678,Zeta Industrial,230395.60,RUB
PR-1000045667,Payment Run Executed,2024-12-11T15:38:43,USR_AP03,F110,1500023446,ZP,1000,1100,100,004,1000000123,Alpha Technologies,1391917.84,RUB
PR-1000045663,Goods Receipt Posted,2024-12-11T16:33:31,USR_WH01,MIGO,5000078944,WE,1000,1200,100,002,1000000123,Alpha Technologies,567519.55,RUB
PR-1000045683,Purchase Order Released,2024-12-11T16:47:17,USR_APPR03,ME28,4500012363,NB,2000,2100,300,001,1000000234,Beta Office LLC,458915.44,RUB
PR-1000045636,Purchase Requisition Released,2024-12-11T17:06:28,USR_APPR03,ME54N,1000045636,NB,1000,1100,100,001,1000000234,Beta Office LLC,4075932.52,RUB
PR-1000045667,Payment Completed,2024-12-11T17:34:43,USR_AP01,F110,1500023446,ZP,1000,1100,100,004,1000000123,Alpha Technologies,1391917.84,RUB
PR-1000045660,Purchase Order Released,2024-12-12T08:45:08,USR_APPR03,ME28,4500012344,NB,2000,2100,300,001,1000000567,Epsilon Software,561394.94,RUB
PR-1000045650,Payment Run Executed,2024-12-12T12:19:28,USR_AP03,F110,1500023434,ZP,1000,1200,300,002,1000000789,Eta Services,3750598.25,RUB
PR-1000045618,Purchase Order Released,2024-12-12T12:48:15,USR_APPR03,ME28,4500012312,NB,1000,1200,100,002,1000000789,Eta Services,307646.13,RUB
PR-1000045650,Payment Completed,2024-12-12T13:55:28,USR_AP02,F110,1500023434,ZP,1000,1200,300,002,1000000789,Eta Services,3750598.25,RUB
PR-1000045636,RFQ Created,2024-12-12T17:02:46,USR_BUYER05,ME41,1000045637,AN,1000,1100,100,001,1000000234,Beta Office LLC,4075932.52,RUB
PR-1000045689,Payment Run Executed,2024-12-13T08:30:23,USR_AP02,F110,1500023463,ZP,1000,1200,100,003,1000000678,Zeta Industrial,450858.11,RUB
PR-1000045689,Payment Completed,2024-12-13T08:54:23,USR_AP01,F110,1500023463,ZP,1000,1200,100,003,1000000678,Zeta Industrial,450858.11,RUB
PR-1000045669,Goods Receipt Posted,2024-12-13T14:35:31,USR_WH01,MIGO,5000078949,WE,1000,1100,300,001,1000000456,Delta Logistics,319964.29,RUB
PR-1000045676,Payment Run Executed,2024-12-13T16:38:40,USR_AP01,F110,1500023454,ZP,1000,1200,200,005,1000000678,Zeta Industrial,1982406.44,RUB
PR-1000045676,Payment Completed,2024-12-13T16:56:40,USR_AP01,F110,1500023454,ZP,1000,1200,200,005,1000000678,Zeta Industrial,1982406.44,RUB
PR-1000045655,Invoice Verified,2024-12-13T17:09:10,USR_AP03,MIR7,5100034538,RE,1000,1200,300,001,1000000456,Delta Logistics,307308.41,RUB
PR-1000045623,Goods Receipt Posted,2024-12-16T09:53:12,USR_WH02,MIGO,5000078915,WE,2000,2100,200,003,1000000678,Zeta Industrial,188241.99,RUB
PR-1000045696,Goods Receipt Posted,2024-12-16T11:01:33,USR_WH02,MIGO,5000078971,WE,2000,2100,300,001,1000000789,Eta Services,138967.55,RUB
PR-1000045643,Purchase Requisition Released,2024-12-16T14:37:25,USR_APPR03,ME54N,1000045643,NB,1000,1200,300,004,1000000567,Epsilon Software,376680.04,RUB
PR-1000045696,Invoice Receipt Posted,2024-12-17T13:58:39,USR_AP01,MIRO,5100034570,RE,2000,2100,300,001,1000000789,Eta Services,138967.55,RUB
PR-1000045656,Purchase Requisition Created,2024-12-17T14:19:29,USR_REQ02,ME51N,1000045656,NB,1000,1100,100,005,1000000345,Gamma Supplies,448331.84,RUB
PR-1000045697,Goods Receipt Posted,2024-12-17T14:54:49,USR_WH03,MIGO,5000078972,WE,2000,2100,200,001,1000000345,Gamma Supplies,389108.85,RUB
PR-1000045643,Purchase Order Created,2024-12-17T14:55:19,USR_BUYER03,ME21N,4500012331,NB,1000,1200,300,004,1000000567,Epsilon Software,376680.04,RUB
PR-1000045697,Invoice Receipt Posted,2024-12-18T10:38:20,USR_AP03,MIRO,5100034571,RE,2000,2100,200,001,1000000345,Gamma Supplies,389108.85,RUB
PR-1000045645,Goods Receipt Posted,2024-12-18T10:38:45,USR_WH01,MIGO,5000078930,WE,2000,2100,200,004,1000000567,Epsilon Software,104691.61,RUB
PR-1000045631,Payment Run Executed,2024-12-18T12:01:53,USR_AP03,F110,1500023421,ZP,1000,1200,100,003,1000000123,Alpha Technologies,4103031.25,RUB
PR-1000045631,Payment Completed,2024-12-18T12:56:53,USR_AP02,F110,1500023421,ZP,1000,1200,100,003,1000000123,Alpha Technologies,4103031.25,RUB
PR-1000045623,Invoice Receipt Posted,2024-12-18T13:11:19,USR_AP01,MIRO,5100034516,RE,2000,2100,200,003,1000000678,Zeta Industrial,188241.99,RUB
PR-1000045696,Invoice Verified,2024-12-18T13:45:11,USR_AP02,MIR7,5100034570,RE,2000,2100,300,001,1000000789,Eta Services,138967.55,RUB
PR-1000045643,Purchase Order Released,2024-12-18T13:49:10,USR_APPR01,ME28,4500012331,NB,1000,1200,300,004,1000000567,Epsilon Software,376680.04,RUB
PR-1000045630,Invoice Receipt Posted,2024-12-18T14:20:40,USR_AP03,MIRO,5100034521,RE,1000,1100,200,004,1000000678,Zeta Industrial,230395.60,RUB
PR-1000045669,Invoice Receipt Posted,2024-12-18T14:50:33,USR_AP02,MIRO,5100034548,RE,1000,1100,300,001,1000000456,Delta Logistics,319964.29,RUB
PR-1000045628,Purchase Requisition Created,2024-12-18T15:07:41,USR_REQ03,ME51N,1000045628,NB,1000,1200,300,004,1000000123,Alpha Technologies,3372098.02,RUB
PR-1000045663,Invoice Receipt Posted,2024-12-18T15:17:12,USR_AP01,MIRO,5100034544,RE,1000,1200,100,002,1000000123,Alpha Technologies,567519.55,RUB
PR-1000045665,Payment Run Executed,2024-12-18T17:14:14,USR_AP01,F110,1500023444,ZP,2000,2100,300,002,1000000234,Beta Office LLC,375880.07,RUB
PR-1000045665,Payment Completed,2024-12-18T18:20:14,USR_AP01,F110,1500023444,ZP,2000,2100,300,002,1000000234,Beta Office LLC,375880.07,RUB
PR-1000045696,Payment Run Executed,2024-12-19T08:09:37,USR_AP03,F110,1500023468,ZP,2000,2100,300,001,1000000789,Eta Services,138967.55,RUB
PR-1000045696,Payment Completed,2024-12-19T08:32:37,USR_AP01,F110,1500023468,ZP,2000,2100,300,001,1000000789,Eta Services,138967.55,RUB
PR-1000045685,Goods Receipt Posted,2024-12-19T12:49:44,USR_WH01,MIGO,5000078963,WE,1000,1100,200,003,1000000345,Gamma Supplies,4003226.13,RUB
PR-1000045697,Invoice Verified,2024-12-19T17:06:59,USR_AP02,MIR7,5100034571,RE,2000,2100,200,001,1000000345,Gamma Supplies,389108.85,RUB
PR-1000045625,Quotation Received,2024-12-19T17:58:18,USR_BUYER04,ME47,1000045626,AN,1000,1200,200,005,1000000456,Delta Logistics,1618495.43,RUB
PR-1000045656,Purchase Requisition Released,2024-12-20T08:10:28,USR_APPR02,ME54N,1000045656,NB,1000,1100,100,005,1000000345,Gamma Supplies,448331.84,RUB
PR-1000045663,Invoice Verified,2024-12-20T10:46:29,USR_AP03,MIR7,5100034544,RE,1000,1200,100,002,1000000123,Alpha Technologies,567519.55,RUB
PR-1000045674,Goods Receipt Posted,2024-12-20T12:06:08,USR_WH01,MIGO,5000078954,WE,1000,1100,300,003,1000000789,Eta Services,292190.95,RUB
PR-1000045684,Purchase Requisition Created,2024-12-20T15:29:00,USR_REQ07,ME51N,1000045684,NB,2000,2100,100,005,1000000789,Eta Services,209212.89,RUB
PR-1000045625,Purchase Order Created,2024-12-20T15:44:19,USR_BUYER04,ME21N,4500012319,NB,1000,1200,200,005,1000000456,Delta Logistics,1618495.43,RUB
PR-1000045680,Goods Receipt Posted,2024-12-20T16:44:58,USR_WH03,MIGO,5000078959,WE,1000,1200,300,004,1000000567,Epsilon Software,79541.12,RUB
PR-1000045687,Payment Run Executed,2024-12-20T16:50:52,USR_AP03,F110,1500023462,ZP,1000,1100,100,005,1000000123,Alpha Technologies,1549268.93,RUB
